sensor,date,measurement
light,2023-04-25 13:36:26.747543,1223
temperature,2023-04-25 13:36:26.747544,159
temperature,2023-04-25 13:36:26.747546,5
weight,2023-04-25 13:36:26.747548,94
weight,2023-04-25 13:36:26.747550,&^%$
humidity,2023-04-25 13:36:26.747552,84
temperature,2023-04-25 13:36:26.747553,E3
humidity,2023-04-25 13:36:26.747555,65
humidity,2023-04-25 13:36:26.747557,14
temperature,2023-04-25 13:36:26.747559,179
light,2023-04-25 13:36:26.747561,2217
humidity,2023-04-25 13:36:26.747563,81
temperature,2023-04-25 13:36:26.747565,160
temperature,2023-04-25 13:36:26.747586,135
light,2023-04-25 13:36:26.747591,4581
light,2023-04-25 13:36:26.747594,4310
humidity,2023-04-25 13:36:26.747600,E8
humidity,2023-04-25 13:36:26.747603,38
humidity,2023-04-25 13:36:26.747606,28
temperature,2023-04-25 13:36:26.747609,152
weight,2023-04-25 13:36:26.747613,53
temperature,2023-04-25 13:36:26.747616,112
light,2023-04-25 13:36:26.747619,1394
temperature,2023-04-25 13:36:26.747622,69
temperature,2023-04-25 13:36:26.747626,190
weight,2023-04-25 13:36:26.747629,147
weight,2023-04-25 13:36:26.747632,61
humidity,2023-04-25 13:36:26.747634,E1
weight,2023-04-25 13:36:26.747636,78
temperature,2023-04-25 13:36:26.747639,E9
temperature,2023-04-25 13:36:26.747641,110
weight,2023-04-25 13:36:26.747644,122
weight,2023-04-25 13:36:26.747650,76
humidity,2023-04-25 13:36:26.747653,65
weight,2023-04-25 13:36:26.747657,127
light,2023-04-25 13:36:26.747660,4436
weight,2023-04-25 13:36:26.747665,83
temperature,2023-04-25 13:36:26.747668,Test
light,2023-04-25 13:36:26.747671,5416
light,2023-04-25 13:36:26.747674,2452
humidity,2023-04-25 13:36:26.747677,63
temperature,2023-04-25 13:36:26.747680,189
weight,2023-04-25 13:36:26.747683,152
temperature,2023-04-25 13:36:26.747703,169
temperature,2023-04-25 13:36:26.747709,69
temperature,2023-04-25 13:36:26.747712,105
humidity,2023-04-25 13:36:26.747715,100
weight,2023-04-25 13:36:26.747718,E1
light,2023-04-25 13:36:26.747736,4943
light,2023-04-25 13:36:26.747742,E6
weight,2023-04-25 13:36:26.747744,180
weight,2023-04-25 13:36:26.747746,74
light,2023-04-25 13:36:26.747748,2508
light,2023-04-25 13:36:26.747750,2028
temperature,2023-04-25 13:36:26.747752,122
weight,2023-04-25 13:36:26.747753,198
weight,2023-04-25 13:36:26.747755,92
humidity,2023-04-25 13:36:26.747757,10
humidity,2023-04-25 13:36:26.747759,92
light,2023-04-25 13:36:26.747764,
humidity,2023-04-25 13:36:26.747766,93
temperature,2023-04-25 13:36:26.747768,97
light,2023-04-25 13:36:26.747770,1171
weight,2023-04-25 13:36:26.747772,93
weight,2023-04-25 13:36:26.747774,184
weight,2023-04-25 13:36:26.747776,37
light,2023-04-25 13:36:26.747779,3030
light,2023-04-25 13:36:26.747781,2735
light,2023-04-25 13:36:26.747783,4861
humidity,2023-04-25 13:36:26.747785,5
temperature,2023-04-25 13:36:26.747787,103
temperature,2023-04-25 13:36:26.747788,39
humidity,2023-04-25 13:36:26.747790,35
humidity,2023-04-25 13:36:26.747792,39
weight,2023-04-25 13:36:26.747794,105
light,2023-04-25 13:36:26.747796,2078
humidity,2023-04-25 13:36:26.747798,47
weight,2023-04-25 13:36:26.747800,
light,2023-04-25 13:36:26.747801,4557
humidity,2023-04-25 13:36:26.747803,97
temperature,2023-04-25 13:36:26.747805,166
temperature,2023-04-25 13:36:26.747807,49
weight,2023-04-25 13:36:26.747811,190
temperature,2023-04-25 13:36:26.747813,0
weight,2023-04-25 13:36:26.747815,194
humidity,2023-04-25 13:36:26.747816,75
weight,2023-04-25 13:36:26.747818,44
light,2023-04-25 13:36:26.747820,5972
weight,2023-04-25 13:36:26.747822,159
humidity,2023-04-25 13:36:26.747825,64
light,2023-04-25 13:36:26.747827,5925
weight,2023-04-25 13:36:26.747828,148
humidity,2023-04-25 13:36:26.747830,48
weight,2023-04-25 13:36:26.747832,50
temperature,2023-04-25 13:36:26.747834,167
temperature,2023-04-25 13:36:26.747837,79
weight,2023-04-25 13:36:26.747839,Test
weight,2023-04-25 13:36:26.747840,0
humidity,2023-04-25 13:36:26.747842,73
temperature,2023-04-25 13:36:26.747844,119
light,2023-04-25 13:36:26.747849,2339
humidity,2023-04-25 13:36:26.747851,53
weight,2023-04-25 13:36:26.747853,50
light,2023-04-25 13:36:26.747854,1650
humidity,2023-04-25 13:36:26.747856,21
humidity,2023-04-25 13:36:26.747860,47
light,2023-04-25 13:36:26.747862,Test
light,2023-04-25 13:36:26.747863,541
humidity,2023-04-25 13:36:26.747866,75
weight,2023-04-25 13:36:26.747867,23
light,2023-04-25 13:36:26.747869,1282
weight,2023-04-25 13:36:26.747871,102
light,2023-04-25 13:36:26.747873,3667
temperature,2023-04-25 13:36:26.747875,185
light,2023-04-25 13:36:26.747877,4696
humidity,2023-04-25 13:36:26.747879,36
temperature,2023-04-25 13:36:26.747880,154
light,2023-04-25 13:36:26.747882,2394
light,2023-04-25 13:36:26.747884,1773
temperature,2023-04-25 13:36:26.747886,195
temperature,2023-04-25 13:36:26.747888,59
weight,2023-04-25 13:36:26.747890,149
temperature,2023-04-25 13:36:26.747892,59
temperature,2023-04-25 13:36:26.747894,4
temperature,2023-04-25 13:36:26.747895,162
weight,2023-04-25 13:36:26.747897,100
light,2023-04-25 13:36:26.747899,2728
light,2023-04-25 13:36:26.747901,3839
weight,2023-04-25 13:36:26.747904,141
weight,2023-04-25 13:36:26.747906,15
weight,2023-04-25 13:36:26.747908,139
light,2023-04-25 13:36:26.747910,1149
light,2023-04-25 13:36:26.747912,5306
light,2023-04-25 13:36:26.747914,3586
humidity,2023-04-25 13:36:26.747916,31
light,2023-04-25 13:36:26.747918,1199
temperature,2023-04-25 13:36:26.747920,178
humidity,2023-04-25 13:36:26.747922,24
humidity,2023-04-25 13:36:26.747925,26
humidity,2023-04-25 13:36:26.747928,9
temperature,2023-04-25 13:36:26.747931,E6
temperature,2023-04-25 13:36:26.747933,116
light,2023-04-25 13:36:26.747936,3299
temperature,2023-04-25 13:36:26.747938,154
humidity,2023-04-25 13:36:26.747941,93
humidity,2023-04-25 13:36:26.747960,92
light,2023-04-25 13:36:26.747966,1849
light,2023-04-25 13:36:26.747970,5028
weight,2023-04-25 13:36:26.747973,173
temperature,2023-04-25 13:36:26.748006,196
light,2023-04-25 13:36:26.748058,561
humidity,2023-04-25 13:36:26.748068,34
temperature,2023-04-25 13:36:26.748071,178
temperature,2023-04-25 13:36:26.748073,22
humidity,2023-04-25 13:36:26.748075,E4
temperature,2023-04-25 13:36:26.748077,164
weight,2023-04-25 13:36:26.748079,71
temperature,2023-04-25 13:36:26.748081,191
light,2023-04-25 13:36:26.748084,1567
light,2023-04-25 13:36:26.748086,3896
humidity,2023-04-25 13:36:26.748090,81
temperature,2023-04-25 13:36:26.748091,E4
weight,2023-04-25 13:36:26.748093,105
humidity,2023-04-25 13:36:26.748095,18
light,2023-04-25 13:36:26.748097,5062
weight,2023-04-25 13:36:26.748098,110
light,2023-04-25 13:36:26.748101,1722
weight,2023-04-25 13:36:26.748102,70
humidity,2023-04-25 13:36:26.748104,74
humidity,2023-04-25 13:36:26.748107,21
temperature,2023-04-25 13:36:26.748108,E9
light,2023-04-25 13:36:26.748110,3364
light,2023-04-25 13:36:26.748112,5016
light,2023-04-25 13:36:26.748114,107
humidity,2023-04-25 13:36:26.748118,25
light,2023-04-25 13:36:26.748120,3468
humidity,2023-04-25 13:36:26.748122,54
light,2023-04-25 13:36:26.748124,2679
weight,2023-04-25 13:36:26.748125,68
light,2023-04-25 13:36:26.748127,397
light,2023-04-25 13:36:26.748129,3302
humidity,2023-04-25 13:36:26.748131,88
temperature,2023-04-25 13:36:26.748133,36
humidity,2023-04-25 13:36:26.748135,75
temperature,2023-04-25 13:36:26.748139,42
light,2023-04-25 13:36:26.748141,5266
weight,2023-04-25 13:36:26.748143,E1
temperature,2023-04-25 13:36:26.748144,146
weight,2023-04-25 13:36:26.748146,94
temperature,2023-04-25 13:36:26.748148,102
temperature,2023-04-25 13:36:26.748150,132
light,2023-04-25 13:36:26.748152,5813
humidity,2023-04-25 13:36:26.748154,E6
weight,2023-04-25 13:36:26.748155,8
temperature,2023-04-25 13:36:26.748157,172
temperature,2023-04-25 13:36:26.748159,151
light,2023-04-25 13:36:26.748161,E3
temperature,2023-04-25 13:36:26.748165,125
weight,2023-04-25 13:36:26.748166,94
humidity,2023-04-25 13:36:26.748168,E6
weight,2023-04-25 13:36:26.748170,71
light,2023-04-25 13:36:26.748172,5720
temperature,2023-04-25 13:36:26.748173,162
weight,2023-04-25 13:36:26.748192,171
weight,2023-04-25 13:36:26.748204,114
humidity,2023-04-25 13:36:26.748226,96
light,2023-04-25 13:36:26.748231,4689
weight,2023-04-25 13:36:26.748233,78
light,2023-04-25 13:36:26.748235,1493
temperature,2023-04-25 13:36:26.748237,94
humidity,2023-04-25 13:36:26.748240,79
weight,2023-04-25 13:36:26.748242,110
light,2023-04-25 13:36:26.748244,4195
weight,2023-04-25 13:36:26.748246,50
temperature,2023-04-25 13:36:26.748264,101
weight,2023-04-25 13:36:26.748269,161
weight,2023-04-25 13:36:26.748271,E6
humidity,2023-04-25 13:36:26.748273,6
weight,2023-04-25 13:36:26.748275,133
temperature,2023-04-25 13:36:26.748277,198
temperature,2023-04-25 13:36:26.748287,29
light,2023-04-25 13:36:26.748294,2349
weight,2023-04-25 13:36:26.748298,25
weight,2023-04-25 13:36:26.748301,4
humidity,2023-04-25 13:36:26.748304,E5
humidity,2023-04-25 13:36:26.748306,13
light,2023-04-25 13:36:26.748309,1956
light,2023-04-25 13:36:26.748312,4981
weight,2023-04-25 13:36:26.748315,190
weight,2023-04-25 13:36:26.748317,E4
humidity,2023-04-25 13:36:26.748320,55
temperature,2023-04-25 13:36:26.748323,1
humidity,2023-04-25 13:36:26.748338,41
light,2023-04-25 13:36:26.748344,0
temperature,2023-04-25 13:36:26.748347,189
weight,2023-04-25 13:36:26.748349,24
weight,2023-04-25 13:36:26.748351,117
humidity,2023-04-25 13:36:26.748353,68
humidity,2023-04-25 13:36:26.748354,Test
light,2023-04-25 13:36:26.748356,3899
humidity,2023-04-25 13:36:26.748359,48
light,2023-04-25 13:36:26.748360,700
temperature,2023-04-25 13:36:26.748363,111
weight,2023-04-25 13:36:26.748368,17
light,2023-04-25 13:36:26.748370,&^%$
humidity,2023-04-25 13:36:26.748372,25
weight,2023-04-25 13:36:26.748374,156
weight,2023-04-25 13:36:26.748376,164
temperature,2023-04-25 13:36:26.748378,152
light,2023-04-25 13:36:26.748379,4134
temperature,2023-04-25 13:36:26.748381,36
humidity,2023-04-25 13:36:26.748383,56
temperature,2023-04-25 13:36:26.748385,131
temperature,2023-04-25 13:36:26.748387,165
temperature,2023-04-25 13:36:26.748389,134
humidity,2023-04-25 13:36:26.748391,E1
temperature,2023-04-25 13:36:26.748392,142
weight,2023-04-25 13:36:26.748394,93
light,2023-04-25 13:36:26.748396,4329
weight,2023-04-25 13:36:26.748398,129
light,2023-04-25 13:36:26.748400,4416
temperature,2023-04-25 13:36:26.748402,40
weight,2023-04-25 13:36:26.748404,190
weight,2023-04-25 13:36:26.748406,1
weight,2023-04-25 13:36:26.748407,E4
weight,2023-04-25 13:36:26.748409,51
temperature,2023-04-25 13:36:26.748412,84
humidity,2023-04-25 13:36:26.748414,30
humidity,2023-04-25 13:36:26.748418,81
temperature,2023-04-25 13:36:26.748420,95
weight,2023-04-25 13:36:26.748422,8
weight,2023-04-25 13:36:26.748424,&^%$
temperature,2023-04-25 13:36:26.748426,43
temperature,2023-04-25 13:36:26.748427,159
temperature,2023-04-25 13:36:26.748431,60
temperature,2023-04-25 13:36:26.748433,34
light,2023-04-25 13:36:26.748435,1359
weight,2023-04-25 13:36:26.748437,5
light,2023-04-25 13:36:26.748439,2999
weight,2023-04-25 13:36:26.748441,26
light,2023-04-25 13:36:26.748443,4793
temperature,2023-04-25 13:36:26.748444,44
light,2023-04-25 13:36:26.748446,1417
temperature,2023-04-25 13:36:26.748448,26
humidity,2023-04-25 13:36:26.748452,E9
humidity,2023-04-25 13:36:26.748454,58
humidity,2023-04-25 13:36:26.748456,90
light,2023-04-25 13:36:26.748458,5291
light,2023-04-25 13:36:26.748460,2297
weight,2023-04-25 13:36:26.748463,24
humidity,2023-04-25 13:36:26.748465,48
temperature,2023-04-25 13:36:26.748467,E8
weight,2023-04-25 13:36:26.748469,112
temperature,2023-04-25 13:36:26.748470,107
light,2023-04-25 13:36:26.748472,547
temperature,2023-04-25 13:36:26.748474,30
humidity,2023-04-25 13:36:26.748476,22
humidity,2023-04-25 13:36:26.748478,47
humidity,2023-04-25 13:36:26.748480,57
humidity,2023-04-25 13:36:26.748482,44
light,2023-04-25 13:36:26.748484,
weight,2023-04-25 13:36:26.748485,E5
humidity,2023-04-25 13:36:26.748487,89
weight,2023-04-25 13:36:26.748488,5
light,2023-04-25 13:36:26.748490,1517
humidity,2023-04-25 13:36:26.748492,
temperature,2023-04-25 13:36:26.748494,199
temperature,2023-04-25 13:36:26.748496,&^%$
temperature,2023-04-25 13:36:26.748497,87
weight,2023-04-25 13:36:26.748499,169
light,2023-04-25 13:36:26.748501,E2
light,2023-04-25 13:36:26.748502,3069
light,2023-04-25 13:36:26.748506,Test
weight,2023-04-25 13:36:26.748508,E5
light,2023-04-25 13:36:26.748509,1753
weight,2023-04-25 13:36:26.748511,90
light,2023-04-25 13:36:26.748513,5854
humidity,2023-04-25 13:36:26.748515,46
light,2023-04-25 13:36:26.748517,5995
weight,2023-04-25 13:36:26.748519,100
light,2023-04-25 13:36:26.748521,3451
humidity,2023-04-25 13:36:26.748523,88
humidity,2023-04-25 13:36:26.748525,E0
temperature,2023-04-25 13:36:26.748526,111
light,2023-04-25 13:36:26.748528,3821
humidity,2023-04-25 13:36:26.748530,18
humidity,2023-04-25 13:36:26.748532,61
temperature,2023-04-25 13:36:26.748535,109
humidity,2023-04-25 13:36:26.748537,68
weight,2023-04-25 13:36:26.748538,182
humidity,2023-04-25 13:36:26.748540,92
humidity,2023-04-25 13:36:26.748542,8
temperature,2023-04-25 13:36:26.748544,63
light,2023-04-25 13:36:26.748546,2322
humidity,2023-04-25 13:36:26.748548,35
temperature,2023-04-25 13:36:26.748551,E6
humidity,2023-04-25 13:36:26.748553,57
light,2023-04-25 13:36:26.748555,E4
humidity,2023-04-25 13:36:26.748556,47
weight,2023-04-25 13:36:26.748558,148
light,2023-04-25 13:36:26.748560,2898
temperature,2023-04-25 13:36:26.748562,52
temperature,2023-04-25 13:36:26.748564,4
light,2023-04-25 13:36:26.748566,241
humidity,2023-04-25 13:36:26.748568,87
light,2023-04-25 13:36:26.748570,5200
temperature,2023-04-25 13:36:26.748572,122
weight,2023-04-25 13:36:26.748575,14
humidity,2023-04-25 13:36:26.748577,60
light,2023-04-25 13:36:26.748579,4506
temperature,2023-04-25 13:36:26.748604,56
temperature,2023-04-25 13:36:26.748618,38
light,2023-04-25 13:36:26.748627,E1
humidity,2023-04-25 13:36:26.748628,9
humidity,2023-04-25 13:36:26.748630,34
weight,2023-04-25 13:36:26.748632,124
weight,2023-04-25 13:36:26.748634,E6
light,2023-04-25 13:36:26.748636,3662
weight,2023-04-25 13:36:26.748640,118
temperature,2023-04-25 13:36:26.748642,77
weight,2023-04-25 13:36:26.748644,58
humidity,2023-04-25 13:36:26.748646,51
light,2023-04-25 13:36:26.748648,809
weight,2023-04-25 13:36:26.748650,92
temperature,2023-04-25 13:36:26.748651,196
weight,2023-04-25 13:36:26.748653,72
weight,2023-04-25 13:36:26.748655,165
humidity,2023-04-25 13:36:26.748682,E5
humidity,2023-04-25 13:36:26.748683,84
humidity,2023-04-25 13:36:26.748685,72
weight,2023-04-25 13:36:26.748687,25
temperature,2023-04-25 13:36:26.748689,
humidity,2023-04-25 13:36:26.748690,3
humidity,2023-04-25 13:36:26.748692,18
light,2023-04-25 13:36:26.748694,3109
temperature,2023-04-25 13:36:26.748696,81
light,2023-04-25 13:36:26.748698,2558
humidity,2023-04-25 13:36:26.748700,52
light,2023-04-25 13:36:26.748702,920
weight,2023-04-25 13:36:26.748704,
weight,2023-04-25 13:36:26.748705,192
light,2023-04-25 13:36:26.748709,E9
temperature,2023-04-25 13:36:26.748710,83
humidity,2023-04-25 13:36:26.748712,84
temperature,2023-04-25 13:36:26.748714,181
temperature,2023-04-25 13:36:26.748716,E0
temperature,2023-04-25 13:36:26.748717,189
temperature,2023-04-25 13:36:26.748719,66
weight,2023-04-25 13:36:26.748721,123
weight,2023-04-25 13:36:26.748723,126
humidity,2023-04-25 13:36:26.748725,35
humidity,2023-04-25 13:36:26.748727,29
temperature,2023-04-25 13:36:26.748729,94
humidity,2023-04-25 13:36:26.748731,31
light,2023-04-25 13:36:26.748733,1721
weight,2023-04-25 13:36:26.748735,Test
weight,2023-04-25 13:36:26.748736,163
light,2023-04-25 13:36:26.748738,E0
weight,2023-04-25 13:36:26.748740,114
humidity,2023-04-25 13:36:26.748742,21
temperature,2023-04-25 13:36:26.748743,89
weight,2023-04-25 13:36:26.748745,148
temperature,2023-04-25 13:36:26.748747,79
light,2023-04-25 13:36:26.748749,3914
humidity,2023-04-25 13:36:26.748753,43
weight,2023-04-25 13:36:26.748755,E1
humidity,2023-04-25 13:36:26.748756,77
humidity,2023-04-25 13:36:26.748758,90
temperature,2023-04-25 13:36:26.748760,175
humidity,2023-04-25 13:36:26.748762,36
temperature,2023-04-25 13:36:26.748765,135
humidity,2023-04-25 13:36:26.748767,27
humidity,2023-04-25 13:36:26.748769,89
humidity,2023-04-25 13:36:26.748771,99
weight,2023-04-25 13:36:26.748773,120
light,2023-04-25 13:36:26.748774,5511
light,2023-04-25 13:36:26.748776,757
light,2023-04-25 13:36:26.748778,5933
temperature,2023-04-25 13:36:26.748780,28
light,2023-04-25 13:36:26.748782,5855
humidity,2023-04-25 13:36:26.748784,89
light,2023-04-25 13:36:26.748786,5960
weight,2023-04-25 13:36:26.748788,140
humidity,2023-04-25 13:36:26.748790,50
temperature,2023-04-25 13:36:26.748792,111
light,2023-04-25 13:36:26.748794,3065
weight,2023-04-25 13:36:26.748796,
weight,2023-04-25 13:36:26.748799,197
light,2023-04-25 13:36:26.748801,5623
weight,2023-04-25 13:36:26.748803,118
humidity,2023-04-25 13:36:26.748805,
temperature,2023-04-25 13:36:26.748806,114
humidity,2023-04-25 13:36:26.748808,E6
temperature,2023-04-25 13:36:26.748809,E7
weight,2023-04-25 13:36:26.748811,145
light,2023-04-25 13:36:26.748813,4815
humidity,2023-04-25 13:36:26.748817,100
temperature,2023-04-25 13:36:26.748819,40
weight,2023-04-25 13:36:26.748821,119
humidity,2023-04-25 13:36:26.748823,2
temperature,2023-04-25 13:36:26.748824,83
weight,2023-04-25 13:36:26.748826,155
humidity,2023-04-25 13:36:26.748828,97
weight,2023-04-25 13:36:26.748830,176
humidity,2023-04-25 13:36:26.748832,96
humidity,2023-04-25 13:36:26.748834,9
light,2023-04-25 13:36:26.748836,5386
weight,2023-04-25 13:36:26.748837,38
weight,2023-04-25 13:36:26.748839,11
temperature,2023-04-25 13:36:26.748841,95
humidity,2023-04-25 13:36:26.748845,95
weight,2023-04-25 13:36:26.748846,177
weight,2023-04-25 13:36:26.748849,60
weight,2023-04-25 13:36:26.748851,162
temperature,2023-04-25 13:36:26.748853,112
humidity,2023-04-25 13:36:26.748855,48
temperature,2023-04-25 13:36:26.748857,Test
weight,2023-04-25 13:36:26.748858,82
light,2023-04-25 13:36:26.748860,5423
humidity,2023-04-25 13:36:26.748862,94
weight,2023-04-25 13:36:26.748864,64
weight,2023-04-25 13:36:26.748866,19
light,2023-04-25 13:36:26.748868,738
humidity,2023-04-25 13:36:26.748870,E6
temperature,2023-04-25 13:36:26.748871,118
weight,2023-04-25 13:36:26.748873,193
light,2023-04-25 13:36:26.748875,3682
light,2023-04-25 13:36:26.748877,460
weight,2023-04-25 13:36:26.748879,164
humidity,2023-04-25 13:36:26.748881,E7
light,2023-04-25 13:36:26.748882,5978
light,2023-04-25 13:36:26.748885,5156
light,2023-04-25 13:36:26.748887,5509
humidity,2023-04-25 13:36:26.748923,2
temperature,2023-04-25 13:36:26.748925,97
light,2023-04-25 13:36:26.748927,1679
light,2023-04-25 13:36:26.748929,4784
light,2023-04-25 13:36:26.748930,4732
temperature,2023-04-25 13:36:26.748932,163
weight,2023-04-25 13:36:26.748934,129
light,2023-04-25 13:36:26.748936,1136
light,2023-04-25 13:36:26.748938,2930
humidity,2023-04-25 13:36:26.748945,67
humidity,2023-04-25 13:36:26.748947,67
light,2023-04-25 13:36:26.748948,2663
weight,2023-04-25 13:36:26.748951,73
weight,2023-04-25 13:36:26.748952,126
light,2023-04-25 13:36:26.748954,E5
light,2023-04-25 13:36:26.748956,1377
weight,2023-04-25 13:36:26.748958,142
temperature,2023-04-25 13:36:26.748959,185
temperature,2023-04-25 13:36:26.748961,150
temperature,2023-04-25 13:36:26.748963,118
weight,2023-04-25 13:36:26.748965,170
weight,2023-04-25 13:36:26.748967,51
weight,2023-04-25 13:36:26.748969,148
light,2023-04-25 13:36:26.748973,932
weight,2023-04-25 13:36:26.748975,152
weight,2023-04-25 13:36:26.748976,E0
weight,2023-04-25 13:36:26.748978,146
weight,2023-04-25 13:36:26.748980,139
